Country,Year,Agriculture,Energy (supply),Industry,LULUCF,Other,Waste management,Total Emissions
Estonia,2022,36056.0,11858213.0,71624.0,-148851.0,0.0,334.0,11817376.0
Estonia,2023,29778.0,8646154.0,68326.0,1783414.0,0.0,0.0,10527672.0
Finland,1990,647387.0,52584728.0,3688926.0,-25842758.0,0.0,0.0,31078283.0
Finland,1991,457553.0,51230839.0,3507074.0,-38253486.0,0.0,0.0,16941980.0
Finland,1992,299471.0,50610237.0,3362060.0,-32252749.0,0.0,0.0,22019019.0
Finland,1993,473125.0,52504631.0,3342322.0,-32925863.0,0.0,0.0,23394215.0
Finland,1994,473179.0,57806184.0,3460015.0,-26191716.0,0.0,0.0,35547662.0
Finland,1995,410270.0,54306994.0,3404965.0,-24899902.0,0.0,0.0,33222327.0
Finland,1996,477831.0,60013259.0,3548679.0,-31251172.0,0.0,0.0,32788597.0
Finland,1997,491786.0,58436804.0,3773996.0,-26651665.0,0.0,0.0,36050921.0
Finland,1998,452401.0,55128776.0,3776729.0,-24610307.0,0.0,0.0,34747599.0
Finland,1999,453602.0,54547577.0,3872633.0,-24764952.0,0.0,0.0,34108860.0
Finland,2000,350851.0,52784637.0,3881505.0,-24253653.0,0.0,0.0,32763340.0
Finland,2001,419848.0,58150463.0,3950437.0,-24857833.0,0.0,0.0,37662915.0
Finland,2002,447213.0,60743015.0,3858281.0,-25866051.0,0.0,0.0,39182458.0
Finland,2003,302943.0,68318397.0,4036901.0,-26251936.0,0.0,0.0,46406305.0
Finland,2004,277019.0,64460624.0,4207827.0,-27616486.0,0.0,0.0,41328984.0
Finland,2005,290996.0,52788928.0,3983812.0,-27633599.0,0.0,0.0,29430137.0
Finland,2006,322011.0,63820572.0,4231129.0,-31535234.0,0.0,0.0,36838478.0
Finland,2007,277233.0,61861043.0,4625912.0,-22012787.0,0.0,0.0,44751401.0
Finland,2008,326550.0,53570002.0,4728460.0,-24598089.0,0.0,0.0,34026923.0
Finland,2009,339714.0,51730619.0,3850277.0,-35747118.0,0.0,0.0,20173492.0
Finland,2010,278986.0,59225045.0,4587512.0,-24186861.0,0.0,0.0,39904682.0
Finland,2011,202115.0,51863510.0,4580574.0,-23627443.0,0.0,0.0,33018756.0
Finland,2012,203293.0,46580215.0,4371035.0,-25371745.0,0.0,0.0,25782798.0
Finland,2013,315263.0,47209793.0,4193893.0,-18572559.0,0.0,0.0,33146390.0
Finland,2014,245423.0,43389555.0,3987884.0,-19394752.0,0.0,0.0,28228110.0
Finland,2015,166715.0,39862212.0,4163076.0,-14189247.0,0.0,0.0,30002756.0
Finland,2016,258741.0,42533700.0,4459454.0,-9505699.0,0.0,0.0,37746196.0
Finland,2017,188630.0,40125365.0,4343719.0,-5938704.0,0.0,0.0,38719010.0
Finland,2018,202509.0,41115999.0,4417107.0,4363171.0,0.0,0.0,50098786.0
Finland,2019,190331.0,38109733.0,4144148.0,530745.0,0.0,0.0,42974957.0
Finland,2020,202852.0,33628381.0,3888525.0,-984409.0,0.0,0.0,36735349.0
Finland,2021,201416.0,33397639.0,4221030.0,8552313.0,0.0,0.0,46372398.0
Finland,2022,224720.0,32095427.0,4016898.0,9287396.0,0.0,0.0,45624441.0
Finland,2023,187721.0,27753485.0,3857210.0,9180583.0,0.0,0.0,40978999.0
France,1990,1904735.0,351597718.0,42539396.0,-25065738.0,,2110238.0,373086349.0
France,1991,1886976.0,377516175.0,41342077.0,-24618267.0,,2129817.0,398256778.0
France,1992,1759905.0,369501860.0,39077220.0,-23025382.0,,2185441.0,389499044.0
France,1993,1887582.0,351100895.0,38238970.0,-26909298.0,,2182392.0,366500541.0
France,1994,1858930.0,343585740.0,38996245.0,-27536958.0,,2241907.0,359145864.0
France,1995,1984210.0,349593424.0,38218818.0,-31028673.0,,2194900.0,360962679.0
France,1996,1904410.0,366913713.0,37668655.0,-37558743.0,,2071294.0,370999329.0
France,1997,2087249.0,358832313.0,38667306.0,-38210384.0,,1871927.0,363248411.0
France,1998,2044874.0,376898160.0,39420947.0,-40527166.0,,1746091.0,379582906.0
France,1999,2052293.0,375919842.0,39537788.0,-45099684.0,,1624966.0,374035205.0
France,2000,1984380.0,369864820.0,40215611.0,-28452590.0,,1692144.0,385304365.0
France,2001,1959665.0,376225217.0,38476712.0,-42325143.0,,1628725.0,375965176.0
France,2002,1975060.0,370980622.0,39329889.0,-52108090.0,,1602620.0,361780101.0
France,2003,1981301.0,378252144.0,38236177.0,-56923502.0,,1607793.0,363153913.0
France,2004,1975861.0,377933805.0,40274960.0,-58646987.0,,1480567.0,363018206.0
France,2005,1968003.0,380496106.0,40299943.0,-57779308.0,,1540024.0,366524768.0
France,2006,1895322.0,369708592.0,41451481.0,-57133396.0,,1606545.0,357528544.0
France,2007,1873075.0,359130155.0,42306463.0,-52789076.0,,1487550.0,352008167.0
France,2008,1940567.0,356769624.0,38152467.0,-51662159.0,,1542782.0,346743281.0
France,2009,2077902.0,347890338.0,28962794.0,-39993548.0,,1518190.0,340455676.0
France,2010,1911023.0,350040234.0,32715217.0,-42008466.0,,1602445.0,344260453.0
France,2011,2103185.0,328137224.0,32482670.0,-43182353.0,,1645844.0,321186570.0
France,2012,2166605.0,333121077.0,30510120.0,-46339542.0,,1536408.0,320994668.0
France,2013,2013977.0,332923988.0,32591437.0,-52184358.0,,1536256.0,316881300.0
France,2014,2115984.0,300717467.0,32174152.0,-44672113.0,,1784088.0,292119578.0
France,2015,2112595.0,306897510.0,30811725.0,-41509924.0,,1533087.0,299844993.0
France,2016,2123348.0,310265689.0,31028355.0,-37667439.0,,1540813.0,307290766.0
France,2017,2095548.0,311744047.0,32350843.0,-29846375.0,,1464709.0,317808772.0
France,2018,2218228.0,296858501.0,31885190.0,-39814415.0,,1423201.0,292570705.0
France,2019,2039677.0,291010059.0,31020944.0,-36597892.0,,1793664.0,289266452.0
France,2020,2061842.0,259629859.0,26728106.0,-39214293.0,,1596475.0,250801989.0
France,2021,1959244.0,281733180.0,30513181.0,-36430077.0,,1846321.0,279621849.0
France,2022,1924672.0,272740583.0,27724097.0,-35598951.0,,1627645.0,268418046.0
France,2023,2121699.0,250807463.0,24637654.0,-38853641.0,,1340545.0,240053720.0
Germany,1990,3190453.0,991963065.0,59642339.0,27858993.0,0.0,0.0,1082654850.0
Germany,1991,2897309.0,958202608.0,55829598.0,-20453613.0,0.0,0.0,996475902.0
Germany,1992,2625349.0,913743251.0,53095808.0,-25055787.0,0.0,0.0,944408621.0
Germany,1993,2302568.0,903526310.0,53557001.0,-34104785.0,0.0,0.0,925281094.0
Germany,1994,2175366.0,884851957.0,56200331.0,-25545201.0,0.0,0.0,917682453.0
Germany,1995,2127770.0,882058960.0,55746890.0,-14397856.0,0.0,0.0,925535764.0
Germany,1996,2255709.0,903844316.0,53590098.0,-14607190.0,0.0,0.0,945082933.0
Germany,1997,2355335.0,872854439.0,56298326.0,-15930292.0,0.0,0.0,915577808.0
Germany,1998,2482944.0,866241244.0,54774455.0,-24260459.0,0.0,0.0,899238184.0
Germany,1999,2644087.0,840320641.0,52477353.0,-18018085.0,0.0,0.0,877423996.0
Germany,2000,2655149.0,838862220.0,57458401.0,-3155991.0,0.0,0.0,895819779.0
Germany,2001,2664956.0,861100374.0,51489424.0,-11928303.0,0.0,0.0,903326451.0
Germany,2002,2551868.0,846691952.0,49590454.0,18120179.0,0.0,0.0,916954453.0
Germany,2003,2530506.0,839398364.0,52572201.0,29989953.0,0.0,0.0,924491024.0
Germany,2004,2426557.0,821401271.0,52742087.0,16894459.0,0.0,0.0,893464374.0
Germany,2005,2376139.0,814736123.0,50768250.0,13302890.0,0.0,0.0,881183402.0
Germany,2006,2355191.0,832683697.0,51395459.0,4327910.0,0.0,0.0,890762257.0
Germany,2007,2407605.0,791551193.0,52194169.0,-5308388.0,0.0,0.0,840844579.0
Germany,2008,2500070.0,804870381.0,49272065.0,-10739583.0,0.0,0.0,845902933.0
Germany,2009,2465992.0,746892068.0,40625875.0,-7416350.0,0.0,0.0,782567585.0
Germany,2010,2516991.0,778259445.0,45928250.0,-3017101.0,0.0,0.0,823687585.0
Germany,2011,2511396.0,754581129.0,47449059.0,-9360402.0,0.0,0.0,795181182.0
Germany,2012,2635905.0,766712817.0,44744281.0,-5857790.0,0.0,0.0,808235213.0
Germany,2013,2737368.0,784496381.0,44511812.0,-8469553.0,0.0,0.0,823276008.0
Germany,2014,2903184.0,744788668.0,44891745.0,2340661.0,0.0,0.0,794924258.0
Germany,2015,2927957.0,754245648.0,43648879.0,-2459422.0,0.0,0.0,798363062.0
Germany,2016,2922629.0,749760074.0,45305567.0,1103694.0,0.0,0.0,799091964.0
Germany,2017,2870234.0,732493916.0,49231002.0,-5120596.0,0.0,0.0,779474556.0
Germany,2018,2855398.0,708718681.0,47197289.0,75874470.0,0.0,0.0,834645838.0
Germany,2019,2730804.0,660951464.0,44966689.0,64379283.0,0.0,0.0,773028240.0
Germany,2020,2628501.0,602195960.0,42352383.0,69094114.0,0.0,0.0,716270958.0
Germany,2021,2555458.0,630475347.0,44966883.0,54880789.0,0.0,0.0,732878477.0
Germany,2022,2519102.0,624690065.0,40633879.0,68160883.0,0.0,0.0,736003929.0
Germany,2023,2463846.0,554469397.0,36832773.0,59894568.0,0.0,0.0,653660584.0
Greece,1990,60410.0,74677027.0,8699133.0,-2355552.0,,220.0,81081238.0
Greece,1991,58130.0,74744649.0,8603250.0,-2451327.0,,220.0,80954922.0
Greece,1992,55566.0,76672128.0,8246078.0,-2716682.0,,220.0,82257310.0
Greece,1993,43740.0,76305987.0,7933343.0,-3190929.0,,220.0,81092361.0
Greece,1994,40748.0,78476954.0,7911082.0,-2922762.0,,220.0,83506242.0
Greece,1995,45022.0,78524102.0,8393021.0,-3135142.0,,220.0,83827223.0
Greece,1996,46020.0,80680928.0,8386940.0,-2436972.0,,220.0,86677136.0
Greece,1997,43740.0,85190989.0,8566170.0,-2271581.0,,220.0,91529538.0
Greece,1998,43883.0,89775620.0,8801653.0,-2414961.0,,220.0,96206415.0
Greece,1999,41746.0,89184378.0,8708045.0,-2765706.0,,220.0,95168683.0
Greece,2000,38469.0,94014559.0,8919514.0,-2780326.0,,220.0,100192436.0
Greece,2001,37044.0,96368865.0,8955327.0,-2689551.0,,220.0,102671905.0
Greece,2002,36046.0,96112640.0,8851102.0,-3007056.0,,481.0,101993213.0
Greece,2003,35192.0,100015492.0,9015018.0,-2761207.0,,855.0,106305350.0
Greece,2004,36331.0,100448109.0,8999358.0,-2750409.0,,1048.0,106734437.0
Greece,2005,31915.0,104267843.0,9587079.0,-3576615.0,,1975.0,110312197.0
Greece,2006,29920.0,103028367.0,9358669.0,-3651807.0,,2408.0,108767557.0
Greece,2007,33624.0,105251027.0,9257625.0,-2577827.0,,3175.0,111967624.0
Greece,2008,28638.0,102436274.0,8611443.0,-3409083.0,,3684.0,107670956.0
Greece,2009,24933.0,97642728.0,6639388.0,-3509489.0,,12434.0,100809994.0
Greece,2010,30347.0,90718512.0,6598923.0,-3444941.0,,6356.0,93909197.0
Greece,2011,25844.0,89550849.0,4922916.0,-3555502.0,,5614.0,90949721.0
Greece,2012,24997.0,85903147.0,5460972.0,-3626276.0,,3476.0,87766316.0
Greece,2013,26007.0,75823304.0,5860118.0,-2590276.0,,3828.0,79122981.0
Greece,2014,23643.0,72452421.0,6155153.0,-2031838.0,,4481.0,76603860.0
Greece,2015,23414.0,69217263.0,5680509.0,-3498268.0,,5481.0,71428399.0
Greece,2016,26361.0,65351859.0,5976731.0,-4101309.0,,4659.0,67258301.0
Greece,2017,34140.0,68489196.0,6314154.0,-3836820.0,,4261.0,71004931.0
Greece,2018,32910.0,65580809.0,6160591.0,-4680116.0,,3784.0,67097978.0
Greece,2019,34801.0,59762668.0,5935452.0,-5187959.0,,3404.0,60548366.0
Greece,2020,37221.0,50461158.0,5074978.0,-5182560.0,,3570.0,50394367.0
Greece,2021,38286.0,52409293.0,5076466.0,-5224132.0,,3866.0,52303779.0
Greece,2022,30706.0,53226591.0,4347589.0,-5259764.0,,4162.0,52349284.0
Greece,2023,30767.0,47549838.0,4403361.0,-4677365.0,,4257.0,47310858.0
Hungary,1990,384747.0,64809046.0,8136659.0,-3343014.0,0.0,96879.0,70084317.0
Hungary,1991,274198.0,63448354.0,6005466.0,-2507681.0,0.0,96879.0,67317216.0
Hungary,1992,236611.0,56833222.0,5114040.0,-3034556.0,0.0,96879.0,59246196.0
Hungary,1993,195445.0,57206316.0,5492713.0,-5672854.0,0.0,96879.0,57318499.0
Hungary,1994,158901.0,55317815.0,6306773.0,-6291103.0,0.0,96879.0,55589265.0
Hungary,1995,116757.0,54756149.0,6494341.0,-6310125.0,0.0,96879.0,55154001.0
Hungary,1996,105129.0,56590962.0,6290093.0,-2661539.0,0.0,96879.0,60421524.0
Hungary,1997,95310.0,55794424.0,5689344.0,-3120892.0,0.0,96879.0,58555065.0
Hungary,1998,96007.0,55610713.0,5451806.0,-4217651.0,0.0,96879.0,57037754.0
Hungary,1999,94673.0,55967354.0,5416248.0,-1977407.0,0.0,96879.0,59597747.0
Hungary,2000,104202.0,52266540.0,5776788.0,-1123447.0,0.0,96879.0,57120962.0
Hungary,2001,108179.0,54103193.0,5519504.0,-2759987.0,0.0,96879.0,57067768.0
Hungary,2002,116783.0,53104284.0,5524034.0,-2065590.0,0.0,96879.0,56776390.0
Hungary,2003,127159.0,55882578.0,5504630.0,-4443116.0,0.0,96879.0,57168130.0
Hungary,2004,151425.0,54126800.0,5609820.0,-3477883.0,0.0,96879.0,56507041.0
Hungary,2005,142262.0,53771426.0,6130044.0,-6024393.0,0.0,98350.0,54117689.0
Hungary,2006,143578.0,53157766.0,6132917.0,-4067737.0,0.0,94302.0,55460826.0
Hungary,2007,149111.0,51881393.0,6303827.0,-4376624.0,0.0,114254.0,54071961.0
Hungary,2008,90748.0,51124676.0,5866668.0,-6071615.0,0.0,102338.0,51112815.0
Hungary,2009,98048.0,46424468.0,4832493.0,-4607182.0,0.0,102518.0,46850345.0
Hungary,2010,105820.0,46852977.0,4924445.0,-4679574.0,0.0,109477.0,47313145.0
Hungary,2011,129434.0,44983416.0,4966058.0,-4193124.0,0.0,77102.0,45962886.0
Hungary,2012,142290.0,41889197.0,4609122.0,-4769861.0,0.0,79571.0,41950319.0
Hungary,2013,174007.0,39360821.0,3877210.0,-4076601.0,0.0,74490.0,39409927.0
Hungary,2014,168914.0,39023225.0,4366381.0,-5115091.0,0.0,80356.0,38523785.0
Hungary,2015,202833.0,41527806.0,4808946.0,-5718544.0,0.0,27326.0,40848367.0
Hungary,2016,208976.0,42361322.0,4451204.0,-4580607.0,0.0,17616.0,42458511.0
Hungary,2017,222992.0,43994167.0,5180306.0,-5378691.0,0.0,26056.0,44044830.0
Hungary,2018,213643.0,43789213.0,5334757.0,-4832076.0,0.0,28619.0,44534156.0
Hungary,2019,216823.0,43721936.0,5189496.0,-5422569.0,0.0,30697.0,43736383.0
Hungary,2020,240148.0,41717150.0,5122711.0,-7125706.0,0.0,25310.0,39979613.0
Hungary,2021,236125.0,43165745.0,4899709.0,-7223265.0,0.0,24701.0,41103015.0
Hungary,2022,212342.0,41280920.0,3760085.0,-6918278.0,0.0,13994.0,38349063.0
Hungary,2023,171434.0,36744261.0,3413469.0,-5859536.0,0.0,14702.0,34484330.0
Iceland,1990,23.0,1807194.0,407466.0,6397517.0,,7296.0,8619496.0
Iceland,1991,9.0,1722761.0,373058.0,6395985.0,,7237.0,8499050.0
Iceland,1992,32.0,1865931.0,376316.0,6382459.0,,7042.0,8631780.0
Iceland,1993,22.0,1968862.0,425260.0,6391849.0,,5996.0,8791989.0
Iceland,1994,9.0,1917391.0,426352.0,6383304.0,,5526.0,8732582.0
Iceland,1995,2437.0,2017883.0,443754.0,6366177.0,,4874.0,8835125.0
Iceland,1996,2651.0,2072873.0,443114.0,6357507.0,,4367.0,8880512.0
Iceland,1997,2559.0,2109292.0,502321.0,6352676.0,,4209.0,8971057.0
Iceland,1998,2546.0,2102005.0,530164.0,6351378.0,,3566.0,8989659.0
Iceland,1999,2762.0,2156230.0,679036.0,6358498.0,,2916.0,9199442.0
Iceland,2000,2762.0,2138390.0,788848.0,6365476.0,,2741.0,9298217.0
Iceland,2001,2696.0,2028646.0,831067.0,6374020.0,,2583.0,9239012.0
Iceland,2002,2415.0,2138806.0,848372.0,6388759.0,,2402.0,9380754.0
Iceland,2003,4672.0,2129468.0,849243.0,6382456.0,,2054.0,9367893.0
Iceland,2004,4780.0,2224184.0,872978.0,6382340.0,,5228.0,9489510.0
Iceland,2005,4533.0,2111118.0,855918.0,6382417.0,,4792.0,9358778.0
Iceland,2006,4425.0,2180035.0,964928.0,6424558.0,,4994.0,9578940.0
Iceland,2007,4061.0,2319575.0,1162724.0,6339157.0,,7959.0,9833476.0
Iceland,2008,7019.0,2193788.0,1604375.0,6382770.0,,6306.0,10194258.0
Iceland,2009,5723.0,2102669.0,1615799.0,6437929.0,,6258.0,10168378.0
Iceland,2010,3904.0,1993774.0,1622885.0,6412204.0,,6074.0,10038841.0
Iceland,2011,3835.0,1875517.0,1617346.0,6390912.0,,6782.0,9894392.0
Iceland,2012,4242.0,1828144.0,1660225.0,6395557.0,,6543.0,9894711.0
Iceland,2013,4200.0,1792878.0,1686223.0,6396105.0,,5496.0,9884902.0
Iceland,2014,3730.0,1779343.0,1654706.0,6389555.0,,7502.0,9834836.0
Iceland,2015,3139.0,1823673.0,1707268.0,6380356.0,,6934.0,9921370.0
Iceland,2016,3540.0,1798744.0,1683898.0,6363081.0,,7481.0,9856744.0
Iceland,2017,4255.0,1839533.0,1759316.0,6335309.0,,7845.0,9946258.0
Iceland,2018,4351.0,1882551.0,1773293.0,6323450.0,,5161.0,9988806.0
Iceland,2019,7737.0,1827293.0,1711437.0,6336854.0,,6172.0,9889493.0
Iceland,2020,8113.0,1641103.0,1683263.0,6356926.0,,6426.0,9695831.0
Iceland,2021,6775.0,1726312.0,1750985.0,6363416.0,,6562.0,9854050.0
Iceland,2022,5988.0,1782692.0,1802547.0,6349358.0,,6458.0,9947043.0
Iceland,2023,7879.0,1748621.0,1745644.0,6350550.0,,6090.0,9858784.0
Ireland,1990,451713.0,30148214.0,2249787.0,811427.0,0.0,95586.0,33756727.0
Ireland,1991,414774.0,31013437.0,2151253.0,788469.0,0.0,95702.0,34463635.0
Ireland,1992,373687.0,30963459.0,2062577.0,647884.0,0.0,96410.0,34144017.0
Ireland,1993,457175.0,31135135.0,2027693.0,899563.0,0.0,97146.0,34616712.0
Ireland,1994,368361.0,32107083.0,2265807.0,1047102.0,0.0,97744.0,35886097.0
Ireland,1995,580862.0,32995060.0,2179278.0,2023888.0,0.0,98160.0,37877248.0
Ireland,1996,571220.0,34539008.0,2261051.0,1769063.0,0.0,98185.0,39238527.0
Ireland,1997,506121.0,35626434.0,2589851.0,1146693.0,0.0,82529.0,39951628.0
Ireland,1998,400952.0,37763659.0,2479086.0,1194030.0,0.0,64744.0,41902471.0
Ireland,1999,486761.0,39452597.0,2428966.0,1261251.0,0.0,71990.0,43701565.0
Ireland,2000,458227.0,41738417.0,2976126.0,1861285.0,0.0,76748.0,47110803.0
Ireland,2001,468919.0,43826469.0,3227026.0,2925738.0,0.0,85298.0,50533450.0
Ireland,2002,354705.0,42629581.0,2988842.0,2857990.0,0.0,108260.0,48939378.0
Ireland,2003,465243.0,42603115.0,2462431.0,3179889.0,0.0,153176.0,48863854.0
Ireland,2004,307653.0,43081883.0,2633561.0,2001056.0,0.0,143640.0,48167793.0
Ireland,2005,327548.0,44970713.0,2726235.0,2138915.0,0.0,128496.0,50291907.0
Ireland,2006,319612.0,44483561.0,2668177.0,2114518.0,0.0,126036.0,49711904.0
Ireland,2007,427667.0,44422839.0,2724618.0,1172477.0,0.0,83070.0,48830671.0
Ireland,2008,329181.0,44530335.0,2433549.0,492046.0,0.0,68010.0,47853121.0
Ireland,2009,396343.0,40092716.0,1618529.0,90643.0,0.0,69481.0,42267712.0
Ireland,2010,526177.0,39778812.0,1424898.0,815044.0,0.0,61016.0,42605947.0
Ireland,2011,430944.0,36285169.0,1294451.0,152582.0,0.0,43824.0,38206970.0
Ireland,2012,275747.0,36379618.0,1520958.0,-607492.0,0.0,47595.0,37616426.0
Ireland,2013,562783.0,35234268.0,1437099.0,5969.0,0.0,44555.0,37284674.0
Ireland,2014,445625.0,34582033.0,1781093.0,230461.0,0.0,41125.0,37080337.0
Ireland,2015,465412.0,36240272.0,1967863.0,123877.0,0.0,41849.0,38839273.0
Ireland,2016,515387.0,37719514.0,2109471.0,-741979.0,0.0,24650.0,39627043.0
Ireland,2017,416735.0,36399020.0,2197654.0,964540.0,0.0,27038.0,40004987.0
Ireland,2018,551486.0,36094163.0,2253225.0,125741.0,0.0,23491.0,39048106.0
Ireland,2019,439985.0,34503005.0,2224872.0,289038.0,0.0,31974.0,37488874.0
Ireland,2020,509661.0,32444557.0,2067593.0,900479.0,0.0,30755.0,35953045.0
Ireland,2021,703810.0,34303672.0,2432039.0,454675.0,0.0,34162.0,37928358.0
Ireland,2022,767883.0,33618596.0,2253209.0,-230785.0,0.0,35982.0,36444885.0
Ireland,2023,597214.0,30821342.0,2113224.0,-65141.0,0.0,36160.0,33502799.0
Italy,1990,509871.0,409194147.0,27992007.0,-5271306.0,0.0,512009.0,432936728.0
Italy,1991,577214.0,409037689.0,27589830.0,-19814519.0,0.0,537096.0,417927310.0
Italy,1992,597262.0,408676107.0,28126664.0,-17720519.0,0.0,536477.0,420215991.0
Italy,1993,683149.0,403933300.0,25155177.0,-5462984.0,0.0,496144.0,424804786.0
Italy,1994,646470.0,399122625.0,24238404.0,-18039472.0,0.0,499209.0,406467236.0
Italy,1995,567472.0,421520817.0,26049294.0,-24353335.0,0.0,458233.0,424242481.0
Italy,1996,488806.0,418241041.0,23655297.0,-25683026.0,0.0,457779.0,417159897.0
Italy,1997,584064.0,423762859.0,23741688.0,-17558947.0,0.0,482349.0,431012013.0
Italy,1998,570747.0,435988825.0,23790085.0,-15154004.0,0.0,474709.0,445670362.0
Italy,1999,594530.0,440562591.0,23952579.0,-24020803.0,0.0,398139.0,441487036.0
Italy,2000,570884.0,444076377.0,24742752.0,-21311848.0,0.0,208263.0,448286428.0
Italy,2001,588476.0,443413459.0,25448185.0,-31055220.0,0.0,229137.0,438624037.0
Italy,2002,610485.0,450983689.0,25364954.0,-35164971.0,0.0,177193.0,441971350.0
Italy,2003,615976.0,468038755.0,26236813.0,-27600208.0,0.0,202240.0,467493576.0
Italy,2004,629835.0,472682566.0,27189479.0,-33655735.0,0.0,185357.0,467031502.0
Italy,2005,563743.0,472909042.0,27662529.0,-34440100.0,0.0,230153.0,466925367.0
Italy,2006,590402.0,467639025.0,27601348.0,-35060742.0,0.0,243837.0,461013870.0
Italy,2007,591194.0,461004046.0,27985643.0,-13553713.0,0.0,212769.0,476239939.0
Italy,2008,551467.0,451733818.0,25640473.0,-30940990.0,0.0,206205.0,447190973.0
Italy,2009,420301.0,403111730.0,20252113.0,-34095223.0,0.0,247911.0,389936832.0
Italy,2010,381060.0,414306255.0,20807513.0,-40281993.0,0.0,177212.0,395390047.0
Italy,2011,403801.0,402932370.0,20383908.0,-33431426.0,0.0,177038.0,390465691.0
Italy,2012,592115.0,385416077.0,17233483.0,-24917532.0,0.0,201841.0,378525984.0
Italy,2013,481308.0,353253853.0,15501703.0,-40064113.0,0.0,223677.0,329396428.0
Italy,2014,443624.0,333868574.0,14959828.0,-40734195.0,0.0,116907.0,308654738.0
Italy,2015,458296.0,346335649.0,14351049.0,-42310873.0,0.0,98721.0,318932842.0
Italy,2016,594007.0,343306393.0,14129633.0,-44566591.0,0.0,103105.0,313566547.0
Italy,2017,456038.0,337834791.0,14283325.0,-28030566.0,0.0,92081.0,324635669.0
Italy,2018,442361.0,333955449.0,14559508.0,-50084078.0,0.0,91025.0,298964265.0
Italy,2019,429581.0,324886097.0,14226645.0,-48194218.0,0.0,95620.0,291443725.0
Italy,2020,503396.0,289090106.0,12917917.0,-40476587.0,0.0,88680.0,262123512.0
Italy,2021,461264.0,320731715.0,14623191.0,-39264769.0,0.0,114245.0,296665646.0
Italy,2022,234838.0,326644297.0,13131982.0,-40278954.0,0.0,103600.0,299835763.0
Italy,2023,441778.0,299152138.0,12590481.0,-54391088.0,0.0,106257.0,257899566.0
Latvia,1990,364842.0,18645166.0,651020.0,-13530996.0,0.0,575.0,6130607.0
Latvia,1991,229665.0,17105878.0,583450.0,-13952712.0,0.0,594.0,3966875.0
Latvia,1992,36230.0,13853482.0,303208.0,-14432494.0,0.0,613.0,-238961.0
Latvia,1993,3933.0,11772256.0,144853.0,-14222083.0,0.0,632.0,-2300409.0
Latvia,1994,2435.0,10174840.0,192256.0,-17118848.0,0.0,651.0,-6748666.0
Latvia,1995,1912.0,8926144.0,205215.0,-15991868.0,0.0,670.0,-6857927.0
Latvia,1996,1492.0,8993458.0,216021.0,-16208794.0,0.0,689.0,-6997134.0
Latvia,1997,1321.0,8446591.0,231296.0,-14443313.0,0.0,708.0,-5763397.0
Latvia,1998,3304.0,8066355.0,235637.0,-13495208.0,0.0,727.0,-5189185.0
Latvia,1999,3361.0,7445598.0,268152.0,-9852084.0,0.0,750.0,-2134223.0
Latvia,2000,6024.0,6857762.0,216655.0,-13074554.0,0.0,1189.0,-5992924.0
Latvia,2001,2175.0,7253968.0,237999.0,-14053468.0,0.0,2365.0,-6556961.0
Latvia,2002,19536.0,7253030.0,247550.0,-12357003.0,0.0,302.0,-4836585.0
Latvia,2003,26082.0,7438252.0,261337.0,-11916970.0,0.0,369.0,-4190930.0
Latvia,2004,2433.0,7449407.0,278912.0,-8195328.0,0.0,446.0,-464130.0
Latvia,2005,2938.0,7549282.0,258099.0,-7608322.0,0.0,445.0,202442.0
Latvia,2006,2801.0,8023060.0,282726.0,-8436323.0,0.0,1528.0,-126208.0
Latvia,2007,6331.0,8347501.0,282200.0,-7958029.0,0.0,1201.0,679204.0
Latvia,2008,5920.0,7922187.0,269445.0,-8340207.0,0.0,505.0,-142150.0
Latvia,2009,8336.0,7192064.0,255455.0,-4915693.0,0.0,340.0,2540502.0
Latvia,2010,5974.0,8024456.0,523750.0,-3132160.0,0.0,341.0,5422361.0
Latvia,2011,12227.0,7179655.0,616205.0,-3530143.0,0.0,344.0,4278288.0
Latvia,2012,15694.0,6826961.0,676740.0,-4894526.0,0.0,323.0,2625192.0
Latvia,2013,17322.0,6744798.0,606199.0,-3615795.0,0.0,427.0,3752951.0
Latvia,2014,23655.0,6541377.0,606605.0,345505.0,0.0,563.0,7517705.0
Latvia,2015,26148.0,6713995.0,522100.0,-942183.0,0.0,180.0,6320240.0
Latvia,2016,30527.0,6778178.0,401804.0,-2805527.0,0.0,173.0,4405155.0
Latvia,2017,33903.0,6695350.0,485782.0,-4299414.0,0.0,286.0,2915907.0
Latvia,2018,44489.0,7182378.0,615926.0,-1890979.0,0.0,397.0,5952211.0
Latvia,2019,54870.0,6960047.0,618506.0,-3604272.0,0.0,29.0,4029180.0
Latvia,2020,70974.0,6321120.0,607135.0,-878366.0,0.0,39.0,6120902.0
Latvia,2021,83335.0,6532076.0,602906.0,544171.0,0.0,33.0,7762521.0
Latvia,2022,83400.0,5931563.0,593035.0,4242851.0,0.0,0.0,10850849.0
Latvia,2023,78068.0,5922067.0,589747.0,3226711.0,0.0,0.0,9816593.0
Lithuania,1990,80197.0,32240350.0,3414466.0,-4739199.0,0.0,2659.0,30998473.0
Lithuania,1991,90319.0,34326709.0,3400690.0,-5335535.0,0.0,2659.0,32484842.0
Lithuania,1992,45334.0,19290371.0,1831995.0,-4645899.0,0.0,742.0,16522543.0
Lithuania,1993,14787.0,15423045.0,879741.0,-6174520.0,0.0,2141.0,10145194.0
